match_datetime,game,player,market,type,line,best_price,bookie,qi,final_stat,market_bucket,wheelo_support,model_support,model_qi_num,model_probability,market_implied_probability,model_edge,bet_rule,self_learning_rule,win,profit
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Michael Sellwood,Disposals Over,Over,15.5,2.83,SportsBet,78.9,10,Disposals,,Model lean against,47.9,0.3576,0.3534,0.0043,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Michael Sellwood,Goal Scorer Anytime,Over,0.5,2.60,TAB,57.4,0,Goals,,Model strong against,18.5,0.01,0.3846,-0.3746,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Oscar Allen,Tackles Over,Over,1.5,1.40,Unibet,66.3,0,Tackles,,Model neutral,39.5,0.2541,0.7143,-0.4602,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Rhylee West,Tackles Over,Over,3.5,1.74,SportsBet,61.3,3,Tackles,,Model lean against,27.5,0.2901,0.5747,-0.2846,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Ryan Lester,Tackles Over,Over,1.5,1.59,SportsBet,69.0,1,Tackles,,Model lean support,51.1,0.4854,0.6289,-0.1435,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Sam Davidson,Tackles Over,Over,1.5,1.11,SportsBet,56.5,2,Tackles,,Model lean support,47.5,0.5839,0.9009,-0.317,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Thomas Liberatore,Tackles Over,Over,7.5,2.00,SportsBet,59.9,2,Tackles,,Model strong against,19.5,0.1826,0.5,-0.3174,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Timothy English,Tackles Over,Over,3.5,1.84,SportsBet,56.4,1,Tackles,,Model lean against,27.5,0.2802,0.5435,-0.2633,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Ty Gallop,Disposals Over,Over,11.5,2.92,SportsBet,77.7,10,Disposals,,Model strong against,35.0,0.2979,0.3425,-0.0446,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Will Ashcroft,Tackles Over,Over,3.5,1.44,SportsBet,63.0,5,Tackles,,Model neutral,39.5,0.3971,0.6944,-0.2974,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Zac Bailey,Tackles Over,Over,1.5,1.27,Unibet,54.9,3,Tackles,,Model strong support,55.5,0.5957,0.7874,-0.1917,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Zane Zakostelsky,Disposals Over,Over,9.5,1.57,PointsBet (AU),87.8,6,Disposals,,Model lean against,29.5,0.3451,0.6369,-0.2918,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Aaron Naughton,Disposals Over,Over,11.5,1.18,Neds,63.5,10,Disposals,,Model lean against,29.5,0.3836,0.8475,-0.4638,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Aaron Naughton,Goal Scorer Anytime,Over,0.5,1.17,PointsBet (AU),64.4,2,Goals,,Model strong support,78.5,0.915,0.8547,0.0603,LEAN,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Aaron Naughton,Goals Scored Over,Over,1.5,1.68,Dabble AU,61.5,2,Goals,,Model strong support,83.5,0.7054,0.5952,0.1102,LEAN,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Aaron Naughton,Tackles Over,Over,1.5,1.34,SportsBet,51.2,3,Tackles,,Model neutral,39.5,0.4059,0.7463,-0.3403,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Arthur Jones,Disposals Over,Over,9.5,1.60,TAB,61.5,7,Disposals,,Model strong support,85.7,0.727,0.625,0.102,A_BET,PASS,False,-1.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Arthur Jones,Goal Scorer Anytime,Over,0.5,1.87,PointsBet (AU),61.5,0,Goals,,Model strong support,77.7,0.5868,0.5348,0.052,LEAN,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Arthur Jones,Goals Scored Over,Over,0.5,1.68,Betr,65.0,0,Goals,,Model strong support,71.7,0.5868,0.5952,-0.0084,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Arthur Jones,Tackles Over,Over,3.5,2.65,SportsBet,56.2,3,Tackles,,Model strong against,19.5,0.1667,0.3774,-0.2107,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Bailey Dale,Disposals Over,Over,19.5,1.20,Dabble AU,63.5,19,Disposals,,Model strong support,79.1,0.8695,0.8333,0.0362,B_BET,PASS,False,-0.5
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Bailey Williams,Disposals Over,Over,14.5,1.46,Dabble AU,62.5,25,Disposals,,Model strong support,87.1,0.8004,0.6849,0.1155,A_BET,PASS,True,0.46
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Bailey Williams,Goal Scorer Anytime,Over,0.5,2.75,PointsBet (AU),60.5,1,Goals,,Model lean against,31.8,0.2371,0.3636,-0.1266,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Bailey Williams,Tackles Over,Over,1.5,1.47,Unibet,52.3,3,Tackles,,Model neutral,39.5,0.4628,0.6803,-0.2174,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Bruce Reville,Disposals Over,Over,9.5,1.08,Neds,66.3,18,Disposals,,Model strong support,72.3,0.8938,0.9259,-0.0321,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Buku Khamis,Disposals Over,Over,9.5,1.28,Neds,62.5,5,Disposals,,Model lean support,51.8,0.6241,0.7812,-0.1572,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Buku Khamis,Goal Scorer Anytime,Over,0.5,2.60,TAB,57.4,0,Goals,,Model strong against,18.5,0.01,0.3846,-0.3746,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Buku Khamis,Tackles Over,Over,1.5,1.40,Unibet,52.4,2,Tackles,,Model neutral,39.5,0.2601,0.7143,-0.4541,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Cameron Rayner,Disposals Over,Over,14.5,1.85,Dabble AU,61.5,16,Disposals,,Model neutral,56.6,0.5116,0.5405,-0.0289,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Cameron Rayner,Goal Scorer Anytime,Over,0.5,1.44,PointsBet (AU),62.5,1,Goals,,Model strong support,70.9,0.6783,0.6944,-0.0162,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Cameron Rayner,Goals Scored Over,Over,1.5,2.20,Dabble AU,60.5,1,Goals,,Model strong against,22.4,0.3134,0.4545,-0.1411,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Cameron Rayner,Tackles Over,Over,3.5,1.49,SportsBet,55.5,1,Tackles,,Model strong against,19.5,0.228,0.6711,-0.4431,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Charlie Cameron,Disposals Over,Over,9.5,1.28,TAB,62.5,15,Disposals,,Model strong support,68.3,0.7094,0.7812,-0.0718,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Charlie Cameron,Goal Scorer Anytime,Over,0.5,1.17,PointsBet (AU),64.4,4,Goals,,Model strong support,78.6,0.9153,0.8547,0.0606,LEAN,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Charlie Cameron,Goals Scored Over,Over,1.5,2.20,Dabble AU,60.5,4,Goals,,Model strong support,90.5,0.7063,0.4545,0.2517,A_BET,SELF_GOALS,True,0.6
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Charlie Cameron,Tackles Over,Over,3.5,2.88,Unibet,66.6,5,Tackles,,Model lean against,38.7,0.2792,0.3472,-0.068,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Connor Budarick,Disposals Over,Over,13.5,1.09,Neds,65.4,27,Disposals,,Model strong support,72.2,0.8849,0.9174,-0.0325,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Connor Budarick,Goal Scorer Anytime,Over,0.5,2.90,PointsBet (AU),60.5,1,Goals,,Model strong against,18.5,0.0363,0.3448,-0.3085,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Connor Budarick,Goals Scored Over,Over,0.5,2.40,Betr,65.7,1,Goals,,Model strong against,18.5,0.0363,0.4167,-0.3804,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Connor Budarick,Tackles Over,Over,1.5,1.32,Unibet,54.8,2,Tackles,,Model lean support,47.5,0.4947,0.7576,-0.2629,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Cooper Hynes,Disposals Over,Over,9.5,1.60,TAB,61.5,12,Disposals,,Model neutral,51.7,0.5465,0.625,-0.0785,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Cooper Hynes,Goal Scorer Anytime,Over,0.5,2.25,Neds,60.5,0,Goals,,Model neutral,45.3,0.332,0.4444,-0.1124,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Cooper Hynes,Goals Scored Over,Over,0.5,2.55,Bet Right,60.5,0,Goals,,Model neutral,50.5,0.332,0.3922,-0.0601,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Darcy Fort,Disposals Over,Over,9.5,1.15,Neds,64.4,11,Disposals,,Model strong support,60.5,0.7196,0.8696,-0.15,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Darcy Fort,Goal Scorer Anytime,Over,0.5,2.65,Neds,60.5,1,Goals,,Model lean against,29.7,0.2297,0.3774,-0.1477,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Darcy Fort,Goals Scored Over,Over,0.5,2.70,Bet Right,60.5,1,Goals,,Model lean against,30.4,0.2297,0.3704,-0.1407,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Darcy Fort,Tackles Over,Over,3.5,1.60,Unibet,57.2,2,Tackles,,Model strong against,19.5,0.1503,0.625,-0.4747,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Darcy Gardiner,Disposals Over,Over,9.5,1.15,Neds,64.4,7,Disposals,,Model lean support,49.5,0.6166,0.8696,-0.2529,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Darcy Wilmot,Disposals Over,Over,19.5,1.35,Dabble AU,62.5,23,Disposals,,Model strong support,72.7,0.7124,0.7407,-0.0283,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Dayne Zorko,Disposals Over,Over,19.5,1.14,Dabble AU,64.4,31,Disposals,,Model strong support,66.1,0.7837,0.8772,-0.0935,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Dayne Zorko,Tackles Over,Over,3.5,2.30,Unibet,53.6,4,Tackles,,Model strong against,19.5,0.1796,0.4348,-0.2552,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Ed Richards,Disposals Over,Over,19.5,1.20,Dabble AU,63.5,30,Disposals,,Model strong support,71.5,0.7934,0.8333,-0.04,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Ed Richards,Goal Scorer Anytime,Over,0.5,2.25,PointsBet (AU),60.5,2,Goals,,Model lean support,59.1,0.39,0.4444,-0.0544,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Ed Richards,Goals Scored Over,Over,0.5,2.05,Betr,65.4,2,Goals,,Model lean support,54.7,0.39,0.4878,-0.0978,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Ed Richards,Tackles Over,Over,3.5,2.30,SportsBet,67.4,4,Tackles,,Model strong support,91.5,0.8136,0.4348,0.3788,A_BET,SELF_TACKLES,True,1.04
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Harris Andrews,Disposals Over,Over,14.5,1.62,Dabble AU,61.5,18,Disposals,,Model neutral,48.5,0.5077,0.6173,-0.1096,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Hugh McCluggage,Disposals Over,Over,19.5,1.14,Dabble AU,64.4,4,Disposals,,Model lean against,29.5,0.3878,0.8772,-0.4894,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Hugh McCluggage,Goal Scorer Anytime,Over,0.5,2.20,PointsBet (AU),60.5,0,Goals,,Model strong support,81.4,0.5433,0.4545,0.0888,LEAN,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Hugh McCluggage,Goals Scored Over,Over,0.5,2.00,Betr,70.8,0,Goals,,Model strong support,76.8,0.5433,0.5,0.0433,LEAN,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Hugh McCluggage,Tackles Over,Over,3.5,1.54,SportsBet,51.1,1,Tackles,,Model neutral,39.5,0.3795,0.6494,-0.2698,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,James O'Donnell,Disposals Over,Over,9.5,1.28,Neds,62.5,8,Disposals,,Model neutral,41.5,0.4415,0.7812,-0.3397,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Jarrod Berry,Disposals Over,Over,14.5,1.33,Dabble AU,62.5,22,Disposals,,Model strong support,70.3,0.7002,0.7519,-0.0517,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Jarrod Berry,Tackles Over,Over,3.5,1.85,Unibet,52.7,2,Tackles,,Model lean against,27.5,0.2858,0.5405,-0.2547,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Jaspa Fletcher,Disposals Over,Over,14.5,1.10,Dabble AU,65.4,21,Disposals,,Model strong support,58.2,0.7362,0.9091,-0.1729,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Jaspa Fletcher,Tackles Over,Over,1.5,1.48,Unibet,56.6,1,Tackles,,Model neutral,39.5,0.3594,0.6757,-0.3163,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Joel Freijah,Disposals Over,Over,14.5,1.33,Dabble AU,62.5,20,Disposals,,Model strong support,82.5,0.8217,0.7519,0.0699,A_BET,PASS,True,0.33
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Joel Freijah,Goal Scorer Anytime,Over,0.5,2.90,PointsBet (AU),60.5,0,Goals,,Model lean against,33.7,0.2371,0.3448,-0.1078,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Joel Freijah,Goals Scored Over,Over,0.5,2.55,Bet Right,60.5,0,Goals,,Model lean against,29.0,0.2371,0.3922,-0.1551,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Joel Freijah,Tackles Over,Over,1.5,1.11,SportsBet,56.5,1,Tackles,,Model strong support,74.1,0.9072,0.9009,0.0063,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Jordan Croft,Disposals Over,Over,9.5,1.48,TAB,62.5,4,Disposals,,Model lean against,29.5,0.3769,0.6757,-0.2988,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Jordan Croft,Goal Scorer Anytime,Over,0.5,1.59,PointsBet (AU),61.5,0,Goals,,Model strong support,67.3,0.5767,0.6289,-0.0522,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Jordan Croft,Goals Scored Over,Over,1.5,2.90,Dabble AU,60.5,0,Goals,,Model strong against,26.6,0.2457,0.3448,-0.0991,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Josh Dunkley,Disposals Over,Over,19.5,1.26,Dabble AU,63.5,19,Disposals,,Model neutral,41.5,0.56,0.7937,-0.2336,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Josh Dunkley,Goal Scorer Anytime,Over,0.5,2.90,PointsBet (AU),60.5,0,Goals,,Model strong against,18.5,0.01,0.3448,-0.3348,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Josh Dunkley,Tackles Over,Over,9.5,1.74,Unibet,68.7,6,Tackles,,Model strong against,19.5,0.1201,0.5747,-0.4547,PASS,PASS,False,-0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Kai Lohmann,Disposals Over,Over,9.5,1.20,Neds,63.5,15,Disposals,,Model lean support,50.7,0.6654,0.8333,-0.168,PASS,PASS,True,0.0
2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Kai Lohmann,Goal Scorer Anytime,Over,0.5,1.24,PointsBet (AU),63.5,2,Goals,,Model strong support,74.2,0.8232,0.8065,0.0168,PASS,PASS,True,0.0
